6.743415121902824438e+00,1.029977501634109061e+01
2.227946014436363420e+00,8.122096143033704641e-01
2.724783119243217921e+00,3.752685470392681744e+00
1.189661422070857455e+00,1.135173806651321504e+00
8.168833125862839939e-01,6.145490387212342309e-01
2.141695712918363081e-01,3.181468479167222640e-01
1.266006124749438078e+00,1.245656025516057364e+00
1.031788716273783990e+00,9.252587513130345886e-01
3.717956290976230260e+00,6.292452578460470569e+00
3.067390306469162997e+00,1.604092850384020386e+00
