2.095985658742076652e+00,1.380757770804689200e+00
2.109609309002987487e+00,1.554447343580105612e+00
2.424223770923993548e+00,1.208161429491904526e+00
1.347351690391526136e+00,9.336325449728773984e-01
7.856819659090017893e+00,5.330308653044091294e+00
7.014144660033276857e+00,3.229984579847632098e+00
1.286632006028629149e+00,9.753177418858118841e-01
4.660854936039422469e+00,3.124279742961547424e+00
5.956617824157298680e-01,5.636695411576337911e-01
1.608716527332335389e+00,6.994406522537088833e-01
