0.000000000000000000e+00,2.130633878909691803e-01,8.445641947545774741e-02,1.068904637927296924e-01,1.232924629850125492e-01,1.204895322457759932e-01,7.562316884456422861e-02,1.513629662251571306e-01,5.198475992427870063e-02,7.283683861605480536e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.472750093638093061e-01,0.000000000000000000e+00,7.951719111011375241e-02,1.107744984429516882e-01,1.270072627611958660e-01,1.141941987195732033e-01,7.005650663738072215e-02,1.332985419437890118e-01,4.972245572578965628e-02,6.815433529539692559e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.485954067575597115e-02,7.695520221857513055e-02,0.000000000000000000e+00,8.823994861145673108e-02,9.857899879020221023e-02,1.231210843437189062e-01,9.009977485893337634e-02,9.992769830731539071e-02,9.269331177206274752e-02,2.355244404219795362e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.390672991304056361e-01,1.241807997492114096e-01,1.022122511496374175e-01,0.000000000000000000e+00,1.533494920323499322e-01,1.276554572082919115e-01,7.844689420437389593e-02,1.191852893991925399e-01,7.037398445513540213e-02,8.552853267140173021e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.346377495432578009e-01,1.195053843724279974e-01,9.584431691969813594e-02,1.287142404949086771e-01,0.000000000000000000e+00,1.586113482689677778e-01,8.616192461751842613e-02,1.356203915604375920e-01,6.022748655624938358e-02,8.067715766653429932e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.179762344217331338e-01,9.634248736223881282e-02,1.073320172342072665e-01,9.607237754295495924e-02,1.422162272136232308e-01,0.000000000000000000e+00,1.367444656185134166e-01,1.511189405246949058e-01,6.030032683113736858e-02,9.189692325089691971e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.075416651183311312e-01,8.584182926804555247e-02,1.140767760139188014e-01,8.574554799969230645e-02,1.122036438095872779e-01,1.986032867515371836e-01,0.000000000000000000e+00,1.360427702747315226e-01,5.933167525182380525e-02,1.006128055123324677e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.593162197811129055e-01,1.208911095320565621e-01,9.364355563935378157e-02,9.642218301192628793e-02,1.307178938058864981e-01,1.624478812828503149e-01,1.006917630670564612e-01,0.000000000000000000e+00,5.441159126641200577e-02,8.145780261334513439e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.029315611435822342e-01,8.483082451790779910e-02,1.634077176869689063e-01,1.071022511077742156e-01,1.092035963493212386e-01,1.219402191745006525e-01,8.261087898687946574e-02,1.023584217523745982e-01,0.000000000000000000e+00,1.256145292806910285e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.263095886924517519e-02,7.468392945108481840e-02,2.666813843719986754e-01,8.360457331063297914e-02,9.395617885080417842e-02,1.193605555671081869e-01,8.997802294904751197e-02,9.842318152504850315e-02,8.068121510502998528e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.356847780471756360e-01,6.557465062661786692e-02,1.091715370747644159e-01,1.127476185519927232e-01,1.059862732569994553e-01,9.603436174746683707e-02,1.482374538983023682e-01,7.666199831976464041e-02,4.990132847691615414e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.338705453277625523e-01,0.000000000000000000e+00,6.470651626028950387e-02,1.185752158699816677e-01,1.217259221938884334e-01,1.052756696823857058e-01,9.324035712128182773e-02,1.368193063251551544e-01,7.684937341074585260e-02,4.893709380850942009e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.828409136106683819e-02,8.779109992559958053e-02,0.000000000000000000e+00,9.294488853521101768e-02,9.297047565458949059e-02,1.116921203893581904e-01,1.180008917479872382e-01,1.009285426092002558e-01,1.409750615669118912e-01,1.664128282100755252e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.289182417417351068e-01,1.411090533895031085e-01,8.152372091379737895e-02,0.000000000000000000e+00,1.440558539009824390e-01,1.153499495455227314e-01,1.023352505281690389e-01,1.199053863538662307e-01,1.066090207245343480e-01,6.019352290188957622e-02
