7.578771166487366706e+00,9.317941047892455586e+00
1.948268024837148893e+00,8.443767451242836231e-01
2.961783755915410765e+00,3.691812621914332571e+00
1.243797670412145173e+00,1.159832242702289129e+00
7.512877835009823535e-01,8.067059403865424194e-01
3.858259172932799186e-01,6.702407106694038275e-01
1.321108802227411338e+00,1.295004274269653477e+00
3.899797291764838802e-01,3.607026386726445155e-01
3.637904738849646602e+00,7.073635843319766359e+00
2.781372747847909555e+00,1.779865721430909709e+00
