3.921643474290996245e+00,1.799341271649766760e+00
3.578865426059256283e+00,3.116712835452449593e+00
6.627305468160510138e+00,5.100819607067283989e+00
8.825860312252965523e-01,7.699208216274271432e-01
2.412710969292452656e+00,1.866642766219599903e+00
6.487028060720147593e+00,3.180998465055258073e+00
5.052612164423151420e-01,4.661753962339245105e-01
6.277937022220856367e-01,5.090785566160770381e-01
2.637760908240795565e+00,2.115791313874399115e+00
2.319044743346146742e+00,1.074518966203815262e+00
