,time,RMSE
0,50,1.449721857558394
1,100,1.3398279393742356
2,150,0.9895274011943326
3,200,0.7687105517909761
4,250,0.8393870388588197
5,300,0.777797660684072
6,350,0.7744966024822827
7,400,0.7928615169997738
8,450,0.7475631023576645
9,500,0.6419656171963701
10,550,0.5308176939057289
11,600,0.5674945169625274
12,650,0.662308004917419
13,700,0.756629781777995
14,750,0.7996968939731294
15,800,0.778808492117809
16,850,0.7030108398426838
17,900,0.7270091611485271
18,950,0.7484958821711415
19,1000,0.6970163107022628
