,time,RMSE
0,50,0.9078120428475991
1,100,0.7116947651461674
2,150,0.5206913540857592
3,200,0.43184330527258463
4,250,0.4228424652215852
5,300,0.5228383906333575
6,350,0.48419918228113723
7,400,0.39520387439964055
8,450,0.3874253455453083
9,500,0.3712098837648852
10,550,0.4273504798118633
11,600,0.42767547801580846
12,650,0.4367764065519348
13,700,0.40584769268380844
14,750,0.367898484056283
15,800,0.36852242573560773
16,850,0.3678913211762173
17,900,0.3820011622996481
18,950,0.40461867587216127
19,1000,0.42349310354760017
