,calculation_time
0,0.27539896965026855
1,0.5071530342102051
2,0.7384750843048096
3,0.9397661685943604
4,1.1837289333343506
5,1.4286589622497559
6,1.7343599796295166
7,2.0006020069122314
8,2.1910181045532227
9,2.382122039794922
10,2.5286710262298584
11,2.730666160583496
12,2.9403069019317627
13,3.128779172897339
14,3.315284013748169
15,3.492906093597412
16,3.7192940711975098
17,3.974663019180298
18,4.188617944717407
19,4.452049970626831
