,calculation_time
0,0.2874727249145508
1,0.4912738800048828
2,0.6985037326812744
3,0.9324748516082764
4,1.1143348217010498
5,1.300452709197998
6,1.568877935409546
7,1.8605167865753174
8,2.1467268466949463
9,2.347526788711548
10,2.5494017601013184
11,2.771061897277832
12,2.966350793838501
13,3.1616458892822266
14,3.399423837661743
15,3.6186177730560303
16,3.9079878330230713
17,4.164036750793457
18,4.4435858726501465
19,4.6789679527282715
