,0
0,10.77887107171724
1,2.297428038122914
2,2.8773783858191484
3,1.9627240976150844
4,2.393834670241801
5,3.3748182769606068
6,7.262837784077834
7,12.156332032922576
8,2.4010670742619515
9,4.495546331654961
