,time,RMSE
0,50,1.518351120006153
1,100,1.0592797912898853
2,150,0.9148682604470632
3,200,0.6872268706775326
4,250,0.7023143960252914
5,300,1.0407705885374219
6,350,1.1756614968802834
7,400,0.9685641074751887
8,450,0.7222981460779252
9,500,0.6986634464522054
10,550,0.5583100016963135
11,600,0.49990234809115236
12,650,0.4926365794956223
13,700,0.5351339004794992
14,750,0.574319095325188
15,800,0.5571732736053102
16,850,0.5695915791952033
17,900,0.5951909173901306
18,950,0.5748232715156172
19,1000,0.5990825047475642
