,time,RMSE
0,50,1.7202227307120264
1,100,1.7458738070623623
2,150,1.713557686189752
3,200,1.5898486720611593
4,250,1.443649206671935
5,300,1.2750580708122432
6,350,1.061523314505272
7,400,0.9836743624028156
8,450,0.9049439221237753
9,500,0.8240198055136817
10,550,0.7553931160304238
11,600,0.7261720779239892
12,650,0.7332479529826821
13,700,0.7540260249407179
14,750,0.7503704478462748
15,800,0.6921338879073496
16,850,0.6014287430666735
17,900,0.5502375029079366
18,950,0.5465204491669551
19,1000,0.5302864118648536
20,1050,0.5146075125609147
21,1100,0.5319390726545032
22,1150,0.5170491640605696
23,1200,0.501244943612224
24,1250,0.5183060165249783
25,1300,0.5137047874694046
26,1350,0.4942263947740905
27,1400,0.4830583551079564
28,1450,0.4818523683427656
29,1500,0.48334898399308096
30,1550,0.4953921331172611
31,1600,0.5007066429308856
32,1650,0.49850183667970915
33,1700,0.4936546891879776
34,1750,0.49388204538543135
35,1800,0.5035972797174887
36,1850,0.49989705163682824
37,1900,0.4975831152701815
38,1950,0.49566591829222695
39,2000,0.49705059289650405
40,2050,0.47967301595415673
41,2100,0.4570726408079442
42,2150,0.44711193116963494
43,2200,0.44355534671591607
44,2250,0.4389324593928901
45,2300,0.43410789798663374
46,2350,0.43021173249762906
47,2400,0.42914067638236814
48,2450,0.42334561828497813
49,2500,0.41798277963424496
50,2550,0.41333260579708114
51,2600,0.4020701605222545
52,2650,0.3935700094375651
53,2700,0.38830828758263647
54,2750,0.3753385951491883
55,2800,0.3728142517801032
56,2850,0.3729569388778808
57,2900,0.37568130701671576
58,2950,0.3788567953092747
59,3000,0.37952118732024104
60,3050,0.37983982768829355
61,3100,0.3781954393641167
62,3150,0.37280473459174096
63,3200,0.3649863921108735
64,3250,0.3607907777244153
65,3300,0.35272534246594095
66,3350,0.34712738528937154
67,3400,0.33400945007049576
68,3450,0.31997301000577844
69,3500,0.31687367117710535
70,3550,0.31848025687634207
71,3600,0.32947522856262806
72,3650,0.33572659746534805
73,3700,0.33836390615311746
74,3750,0.3377185476872406
75,3800,0.3405425748833806
76,3850,0.3426780739514696
77,3900,0.33829079538766127
78,3950,0.3377284432557887
79,4000,0.3317239067006062
80,4050,0.32547742252739437
81,4100,0.31642152215342234
82,4150,0.3134709562299724
83,4200,0.311454941190517
84,4250,0.3151952486106035
85,4300,0.32444829911556616
86,4350,0.32689312985593894
87,4400,0.3294925119010675
88,4450,0.32926577421252884
89,4500,0.3326932274523294
90,4550,0.33853282168436677
91,4600,0.33851700626241327
92,4650,0.3387085829036231
93,4700,0.34265822524253275
94,4750,0.33843445418517076
95,4800,0.3365470035651959
96,4850,0.3333889794287459
97,4900,0.33240227783525605
98,4950,0.3284882154428078
99,5000,0.32859637211393594
100,5050,0.3291857384607959
101,5100,0.3341325408648432
102,5150,0.33523424243895095
103,5200,0.3351436697770201
104,5250,0.3321768625719452
105,5300,0.33096979684266853
106,5350,0.332289180765631
107,5400,0.33153276644293955
108,5450,0.3291641736519661
109,5500,0.3219740411610992
110,5550,0.31630062456129476
111,5600,0.30983836812592097
112,5650,0.3056043686126471
113,5700,0.2979510892092389
114,5750,0.29199629372328834
115,5800,0.28835474496753727
116,5850,0.28227937983736295
117,5900,0.2793173630558792
118,5950,0.2762134262586145
119,6000,0.27465148191152355
120,6050,0.27230611517628794
121,6100,0.27474141072355573
122,6150,0.2719469867279846
123,6200,0.26926656254031084
124,6250,0.2679453823689799
125,6300,0.26605362184858
126,6350,0.264962010040178
127,6400,0.2658759031099068
128,6450,0.26573859251242776
129,6500,0.26303490179569133
130,6550,0.262182211215534
131,6600,0.2631000785785567
132,6650,0.264262897940338
133,6700,0.2622858791926728
134,6750,0.26069417996228494
135,6800,0.2597016053396192
136,6850,0.25898682663886624
137,6900,0.26119964351954167
138,6950,0.2623535226080211
139,7000,0.26205001790408594
140,7050,0.2621227355914382
141,7100,0.26329717722125334
142,7150,0.26527309923023595
143,7200,0.2634184041659137
144,7250,0.26377632584878546
145,7300,0.26416743552135474
146,7350,0.26578228360853245
147,7400,0.26480550716413614
148,7450,0.26289439854332414
149,7500,0.26141777602729505
150,7550,0.26161811991950307
151,7600,0.26177480413133075
152,7650,0.2599841663404712
153,7700,0.25746418691853273
154,7750,0.25513506607892605
155,7800,0.2548462323351179
156,7850,0.2541434907035766
157,7900,0.25258456151962433
158,7950,0.2521756644293887
159,8000,0.2543937099923271
160,8050,0.2558976574703937
161,8100,0.2563403963832997
162,8150,0.25807915171164164
163,8200,0.2600338187421923
164,8250,0.26265758322792726
165,8300,0.2619339159377922
166,8350,0.2626979716477819
167,8400,0.26318897025593857
168,8450,0.26256171617362395
169,8500,0.26031734772741416
170,8550,0.25789303568043975
171,8600,0.2576534107706177
172,8650,0.2599638905576764
173,8700,0.2599184770256701
174,8750,0.26148301211057706
175,8800,0.2618736375397131
176,8850,0.2601839249167844
177,8900,0.260442285147556
178,8950,0.26144490462580783
179,9000,0.26258705065326776
180,9050,0.26366372555598344
181,9100,0.2622867140440304
182,9150,0.26196063117204876
183,9200,0.2629930210937507
184,9250,0.26482286309601594
185,9300,0.2662960618131533
186,9350,0.26646571195963015
187,9400,0.2673311537941129
188,9450,0.26637926489557734
189,9500,0.26661527260284956
190,9550,0.26756375420949413
191,9600,0.2675440561942655
192,9650,0.26790163565093533
193,9700,0.26765845349937617
194,9750,0.2683348868675828
195,9800,0.2659389091015057
196,9850,0.26401932759766134
197,9900,0.2627760635087353
198,9950,0.2628101975882231
199,10000,0.26225041434452157
