,0
0,77.04296875
1,77.18359375
2,77.328125
3,77.5
4,77.671875
5,77.82421875
6,78.03125
7,78.1953125
8,78.31640625
9,78.453125
10,78.63671875
11,78.765625
12,79.0
13,79.1796875
14,79.296875
15,79.48828125
16,79.69921875
17,79.92578125
18,80.1484375
19,80.40625
20,80.6640625
21,80.78125
22,81.17578125
23,81.40625
24,81.828125
25,82.0390625
26,82.28515625
27,82.5078125
28,82.9296875
29,82.609375
30,82.6953125
31,82.859375
32,82.953125
33,83.171875
34,83.3828125
35,83.53125
36,83.63671875
37,83.859375
38,83.95703125
39,84.0546875
40,84.203125
41,84.2890625
42,84.55078125
43,84.66015625
44,84.76953125
45,84.96484375
46,85.0703125
47,85.3203125
48,85.39453125
49,85.48828125
50,85.63671875
51,85.7890625
52,85.86328125
53,85.96484375
54,86.23828125
55,86.3515625
56,86.44921875
57,86.5859375
58,86.73828125
59,86.83984375
60,86.96484375
61,87.23046875
62,87.359375
63,87.4765625
64,87.63671875
65,87.7265625
66,87.90625
67,87.99609375
68,88.08203125
69,88.453125
70,88.546875
71,88.6328125
72,88.76171875
73,88.890625
74,89.12109375
75,89.2265625
76,89.34765625
77,89.671875
78,89.7890625
79,89.87109375
80,90.0
81,90.09375
82,90.17578125
83,90.29296875
84,90.5234375
85,90.62109375
86,91.0546875
87,91.14453125
88,91.24609375
89,91.328125
90,91.4453125
91,91.52734375
92,91.62890625
93,91.72265625
94,92.0234375
95,92.12109375
96,92.24609375
97,92.58984375
98,92.6953125
99,92.80078125
100,92.87890625
101,93.015625
102,93.171875
103,93.2890625
104,93.36328125
105,93.49609375
106,93.75390625
107,93.85546875
108,93.953125
109,94.25
110,94.39453125
111,94.4609375
112,94.5703125
113,94.66015625
114,94.78125
115,94.87890625
116,94.96484375
117,95.0859375
118,95.171875
119,95.28515625
120,95.41796875
121,95.53125
122,95.7109375
123,96.171875
124,96.27734375
125,96.3671875
126,96.48828125
127,96.59375
128,96.7265625
129,96.82421875
130,97.01171875
131,97.10546875
132,97.21484375
133,97.3125
134,97.3828125
135,97.7265625
136,97.85546875
137,97.95703125
138,98.0859375
139,98.640625
140,98.71875
141,98.82421875
142,98.921875
143,99.015625
144,99.1484375
145,99.21875
146,99.33984375
147,99.40625
148,99.5078125
149,99.62890625
150,99.7109375
151,99.82421875
152,100.234375
153,100.34765625
154,100.44140625
155,100.55078125
156,100.65234375
157,101.23046875
158,101.32421875
159,101.41015625
160,101.5234375
161,101.60546875
162,101.68359375
163,101.80859375
164,101.890625
165,101.99609375
166,102.10546875
167,102.2109375
168,102.32421875
169,102.4140625
170,102.50390625
171,102.67578125
172,102.80078125
173,102.87109375
174,103.00390625
175,103.30078125
176,103.37890625
177,104.11328125
178,104.21875
179,104.3046875
180,104.3984375
181,104.54296875
182,104.625
183,104.7265625
184,104.83984375
185,104.93359375
186,105.109375
187,105.21875
188,105.3359375
189,105.43359375
190,105.5546875
191,105.67578125
192,106.09765625
193,106.21484375
194,106.2890625
195,106.42578125
196,106.5234375
197,106.63671875
198,106.7265625
199,106.8671875
