,0
0,3.0162767559281045
1,4.217511888175131
2,10.52460845221337
3,1.6728046620266905
4,2.0118254606626027
5,1.5861657878639357
6,3.300241624143217
7,2.688288583773464
8,18.70379995852155
9,2.2785777062015002
