,time,RMSE
0,50,2.227585031911043
1,100,2.2598375580564194
2,150,1.9390643297356074
3,200,1.5935025638424591
4,250,1.56242625580781
5,300,1.4833348116479221
6,350,1.327549508874256
7,400,1.32433629712459
8,450,1.2677737016577577
9,500,1.1030476834831398
10,550,0.9178628414841156
11,600,0.8051539269229213
12,650,0.7698597712488634
13,700,0.7977982922339892
14,750,0.8235401356460983
15,800,0.7646837971945994
16,850,0.6479832596165317
17,900,0.6365418264388241
18,950,0.5836996008108597
19,1000,0.5575724243584769
20,1050,0.4880338960984476
21,1100,0.4507335153677942
22,1150,0.4284498109769498
23,1200,0.4440561856357373
24,1250,0.4718526286713563
25,1300,0.510690462691112
26,1350,0.5349837440496087
27,1400,0.5539112245697888
28,1450,0.5216210350629322
29,1500,0.4577857551100422
30,1550,0.4535530973865092
31,1600,0.4351355056226212
32,1650,0.3978910611827713
33,1700,0.3676254168116311
34,1750,0.37126004405266017
35,1800,0.4071668974466088
36,1850,0.3953080455998076
37,1900,0.3905657600882263
38,1950,0.3748638624356918
39,2000,0.37467555106221206
40,2050,0.3572583950186287
41,2100,0.3314928934435408
42,2150,0.33916165839551754
43,2200,0.33615717768217745
44,2250,0.3334177497327456
45,2300,0.3281950992679356
46,2350,0.32536122614305485
47,2400,0.3188897245598996
48,2450,0.3283523946177691
49,2500,0.3287970012676839
50,2550,0.33556939676422776
51,2600,0.33565589826504605
52,2650,0.33122142761877266
53,2700,0.3196409045282298
54,2750,0.3126754156512772
55,2800,0.31892274037035045
56,2850,0.32934561173412596
57,2900,0.34111978633220824
58,2950,0.3573169708605459
59,3000,0.3498873766480917
60,3050,0.3397904098908584
61,3100,0.33543290572144474
62,3150,0.32873328943075075
63,3200,0.33444458268728033
64,3250,0.35378930867898256
65,3300,0.3594505664948952
66,3350,0.37043570737661385
67,3400,0.3569611155245202
68,3450,0.3337922668963219
69,3500,0.3328378303060233
70,3550,0.3326882269888763
71,3600,0.33815055081698137
72,3650,0.3351128809604852
73,3700,0.3319490396637367
74,3750,0.33911973183440425
75,3800,0.355053862663831
76,3850,0.36697433639337507
77,3900,0.35917644965322376
78,3950,0.3611558078757495
79,4000,0.35576969720992
80,4050,0.3525775799026501
81,4100,0.34065276394989347
82,4150,0.33515633818465124
83,4200,0.33485510807451385
84,4250,0.3370323419551252
85,4300,0.34110837268244926
86,4350,0.3322866958164239
87,4400,0.3298337474127557
88,4450,0.32326530919906066
89,4500,0.3131001587867967
90,4550,0.3128989346591664
91,4600,0.30511959243457853
92,4650,0.3070951043567732
93,4700,0.30421257122020173
94,4750,0.3037300904323384
95,4800,0.3107277635410803
96,4850,0.3119742181875644
97,4900,0.30460878599486957
98,4950,0.2906688073216634
99,5000,0.28175338962113405
100,5050,0.27899981186654843
101,5100,0.2822741803258453
102,5150,0.27872352735603695
103,5200,0.27251973065882434
104,5250,0.2678278504188765
105,5300,0.2696923814561845
106,5350,0.2677758872984192
107,5400,0.26893682581198247
108,5450,0.2686674650875362
109,5500,0.27031335230004977
110,5550,0.2862202744384729
111,5600,0.294071749511626
112,5650,0.30104070840083624
113,5700,0.29450509885287113
114,5750,0.28942762214857
115,5800,0.284711251034086
116,5850,0.2848189784748295
117,5900,0.2801865181112624
118,5950,0.2802124161786507
119,6000,0.2844171067262108
120,6050,0.28076564476731397
121,6100,0.2856304355382294
122,6150,0.28793393443498416
123,6200,0.28868446411882515
124,6250,0.28992497898527325
125,6300,0.27995541613093444
126,6350,0.2690188369487225
127,6400,0.26792456564488787
128,6450,0.26454811695738917
129,6500,0.2595250556219717
130,6550,0.2532683910173103
131,6600,0.24750811408614096
132,6650,0.2480868539464221
133,6700,0.24915814579474227
134,6750,0.24822297748894812
135,6800,0.24769786579587058
136,6850,0.24428918079230805
137,6900,0.2445063532699459
138,6950,0.2472405098032814
139,7000,0.24472486901565907
140,7050,0.24571973507657702
141,7100,0.24892352422727002
142,7150,0.24831159558054902
143,7200,0.24598883213308206
144,7250,0.24377701482130237
145,7300,0.2453167213512577
146,7350,0.24400565481477862
147,7400,0.24429106696349812
148,7450,0.24635052727174025
149,7500,0.24988868838830738
150,7550,0.2549193287541085
151,7600,0.2600231685067856
152,7650,0.25320633997206443
153,7700,0.24510433623545877
154,7750,0.23515825890340394
155,7800,0.2283582715740372
156,7850,0.22932453018221063
157,7900,0.23017011543030705
158,7950,0.23194880094725995
159,8000,0.2349220172737223
160,8050,0.23994022860237404
161,8100,0.24563602529043563
162,8150,0.2515090639551364
163,8200,0.2576168332837868
164,8250,0.265262164427387
165,8300,0.26107931547148966
166,8350,0.26136887841212864
167,8400,0.26521407512400386
168,8450,0.2716752778830396
169,8500,0.27079990763325806
170,8550,0.2635157187968143
171,8600,0.2668613462095379
172,8650,0.27674091261188744
173,8700,0.2821268997222729
174,8750,0.2819954294087963
175,8800,0.2780982017652815
176,8850,0.2753345741480652
177,8900,0.28144485836991934
178,8950,0.2897603442342753
179,9000,0.2992761629273442
180,9050,0.30475900346437307
181,9100,0.30159817994879123
182,9150,0.3039593113554978
183,9200,0.3100969081078321
184,9250,0.3201341862766375
185,9300,0.3294379463752244
186,9350,0.32677981809872086
187,9400,0.3219551195861499
188,9450,0.3144049127677934
189,9500,0.30711892104021665
190,9550,0.29962858713240353
191,9600,0.29223251528349925
192,9650,0.28434120836345916
193,9700,0.27330648550592934
194,9750,0.26922382135773937
195,9800,0.2627041464142237
196,9850,0.25790690380577064
197,9900,0.2511882545261218
198,9950,0.25147324707297836
199,10000,0.25304117508280677
