,0
0,77.140625
1,77.26171875
2,77.39453125
3,77.515625
4,77.71484375
5,77.83984375
6,77.94140625
7,78.12890625
8,78.28515625
9,78.46875
10,78.61328125
11,78.83203125
12,79.08203125
13,79.25
14,79.43359375
15,79.6171875
16,79.8984375
17,80.0
18,80.23828125
19,80.421875
20,80.671875
21,80.9296875
22,81.2890625
23,81.53125
24,81.8203125
25,82.0703125
26,81.953125
27,82.2109375
28,82.5234375
29,82.6796875
30,82.82421875
31,82.92578125
32,83.15625
33,83.2578125
34,83.37109375
35,83.48046875
36,83.73046875
37,83.9140625
38,84.0234375
39,84.12890625
40,84.25
41,84.44140625
42,84.62890625
43,84.80078125
44,84.87109375
45,84.94921875
46,85.078125
47,85.3671875
48,85.4453125
49,85.5703125
50,85.6796875
51,85.77734375
52,85.9140625
53,86.18359375
54,86.26171875
55,86.4296875
56,86.53125
57,86.640625
58,86.7578125
59,86.90234375
60,87.01171875
61,87.27734375
62,87.4765625
63,87.6484375
64,87.734375
65,87.8515625
66,87.9765625
67,88.0625
68,88.4375
69,88.5546875
70,88.66015625
71,88.78515625
72,88.8828125
73,88.98046875
74,89.10546875
75,89.21484375
76,89.3203125
77,89.7578125
78,89.84375
79,89.94921875
80,90.0703125
81,90.2421875
82,90.34375
83,90.453125
84,90.6328125
85,90.73828125
86,90.875
87,91.21875
88,91.3359375
89,91.4296875
90,91.68359375
91,91.765625
92,91.8984375
93,91.99609375
94,92.140625
95,92.2578125
96,92.36328125
97,92.46875
98,92.796875
99,92.9140625
100,93.01953125
101,93.10546875
102,93.28125
103,93.375
104,93.4921875
105,93.59765625
106,93.90625
107,94.015625
108,94.1015625
109,94.203125
110,94.28515625
111,94.53515625
112,94.625
113,94.74609375
114,94.91796875
115,94.99609375
116,95.21484375
117,95.30859375
118,95.3984375
119,95.515625
120,95.76171875
121,95.83984375
122,95.9609375
123,96.0703125
124,96.23828125
125,96.51953125
126,96.6171875
127,96.75390625
128,96.84375
129,97.1796875
130,97.2890625
131,97.5078125
132,97.62109375
133,97.71875
134,97.828125
135,98.09765625
136,98.2109375
137,98.28125
138,98.4453125
139,98.5546875
140,98.83984375
141,98.94140625
142,99.0859375
143,99.1953125
144,99.3046875
145,99.52734375
146,99.65234375
147,99.80859375
148,99.953125
149,100.05859375
150,100.1875
151,100.4453125
152,100.546875
153,100.6484375
154,100.75390625
155,100.8515625
156,101.140625
157,101.3046875
158,101.38671875
159,101.5078125
160,101.671875
161,101.76953125
162,101.8828125
163,102.0703125
164,102.1796875
165,102.28125
166,102.578125
167,102.65625
168,102.77734375
169,102.890625
170,102.97265625
171,103.203125
172,103.3125
173,103.41015625
174,103.53125
175,103.6484375
176,104.27734375
177,104.375
178,104.49609375
179,104.609375
180,104.73046875
181,104.83203125
182,104.96875
183,105.046875
184,105.1953125
185,105.29296875
186,105.5390625
187,105.6484375
188,105.765625
189,105.88671875
190,105.9921875
191,106.28125
192,106.390625
193,106.50390625
194,106.609375
195,106.71484375
196,106.8125
197,106.91796875
198,107.66796875
199,107.75390625
