,0
0,77.20703125
1,77.31640625
2,77.4921875
3,77.6328125
4,77.81640625
5,77.96484375
6,78.125
7,78.28125
8,78.484375
9,78.703125
10,78.8515625
11,78.98046875
12,79.125
13,79.359375
14,79.50390625
15,79.7109375
16,79.859375
17,80.140625
18,80.29296875
19,80.53125
20,80.6640625
21,80.79296875
22,81.2734375
23,81.5
24,81.65625
25,82.0390625
26,82.3359375
27,82.44921875
28,82.2265625
29,82.53125
30,82.671875
31,82.765625
32,82.90625
33,83.08984375
34,83.17578125
35,83.4921875
36,83.70703125
37,83.8046875
38,83.91015625
39,84.0546875
40,84.1640625
41,84.43359375
42,84.52734375
43,84.62890625
44,84.734375
45,84.84765625
46,85.015625
47,85.265625
48,85.39453125
49,85.48046875
50,85.625
51,85.765625
52,86.08984375
53,86.1796875
54,86.28515625
55,86.41796875
56,86.59765625
57,86.76953125
58,86.85546875
59,87.18359375
60,87.26171875
61,87.359375
62,87.48828125
63,87.5859375
64,87.72265625
65,87.94140625
66,88.21484375
67,88.28515625
68,88.37109375
69,88.51953125
70,88.6328125
71,88.7265625
72,88.921875
73,89.046875
74,89.20703125
75,89.51953125
76,89.62109375
77,89.71484375
78,90.0234375
79,90.10546875
80,90.203125
81,90.38671875
82,90.5390625
83,90.67578125
84,91.0
85,91.1015625
86,91.21875
87,91.3359375
88,91.41796875
89,91.515625
90,91.6171875
91,91.69921875
92,91.96484375
93,92.0234375
94,92.14453125
95,92.49609375
96,92.58203125
97,92.703125
98,92.8046875
99,92.984375
100,93.09765625
101,93.21484375
102,93.3125
103,93.41015625
104,93.65234375
105,93.74609375
106,93.86328125
107,93.96484375
108,94.3125
109,94.41015625
110,94.5859375
111,94.6640625
112,94.8203125
113,94.9140625
114,95.01953125
115,95.10546875
116,95.23046875
117,95.55859375
118,95.63671875
119,95.76171875
120,95.86328125
121,96.3359375
122,96.42578125
123,96.53515625
124,96.6484375
125,96.7265625
126,97.0
127,97.109375
128,97.203125
129,97.296875
130,97.390625
131,97.5
132,97.75390625
133,97.859375
134,97.96484375
135,98.0859375
136,98.15625
137,98.5625
138,98.65625
139,98.74609375
140,98.87890625
141,98.97265625
142,99.21484375
143,99.296875
144,99.41015625
145,99.5078125
146,99.6171875
147,99.703125
148,99.7734375
149,100.0859375
150,100.390625
151,100.5
152,100.6171875
153,100.71875
154,100.796875
155,101.08203125
156,101.2265625
157,101.32421875
158,101.42578125
159,101.53515625
160,101.73828125
161,101.8359375
162,101.93359375
163,102.0546875
164,102.15234375
165,102.26171875
166,102.34375
167,102.4609375
168,102.5546875
169,102.95703125
170,103.05859375
171,103.19140625
172,103.28125
173,103.375
174,103.4765625
175,103.92578125
176,104.02734375
177,104.10546875
178,104.234375
179,104.4140625
180,104.609375
181,104.7578125
182,104.86328125
183,105.0
184,105.07421875
185,105.21484375
186,105.34375
187,105.44140625
188,105.53125
189,105.8671875
190,105.96484375
191,106.15625
192,106.296875
193,106.37109375
194,106.4921875
195,106.58984375
196,106.70703125
197,107.33984375
198,107.4296875
199,107.546875
