,0
0,77.06640625
1,77.234375
2,77.36328125
3,77.5078125
4,77.65234375
5,77.8359375
6,77.9921875
7,78.15625
8,78.27734375
9,78.4140625
10,78.59765625
11,78.83203125
12,78.99609375
13,79.21484375
14,79.36328125
15,79.53125
16,79.734375
17,79.84765625
18,80.07421875
19,80.2421875
20,80.421875
21,80.74609375
22,81.09375
23,81.34375
24,81.69921875
25,81.9453125
26,82.02734375
27,82.40625
28,82.7421875
29,82.8359375
30,83.109375
31,82.75
32,82.91015625
33,83.04296875
34,83.2265625
35,83.3828125
36,83.65625
37,83.75390625
38,84.01171875
39,84.109375
40,84.26171875
41,84.36328125
42,84.46484375
43,84.65625
44,84.7890625
45,84.87890625
46,85.06640625
47,85.125
48,85.22265625
49,85.4375
50,85.52734375
51,85.671875
52,85.83984375
53,85.94140625
54,86.08984375
55,86.375
56,86.4609375
57,86.56640625
58,86.828125
59,86.91015625
60,86.99609375
61,87.109375
62,87.42578125
63,87.5234375
64,87.625
65,87.8203125
66,88.03515625
67,88.125
68,88.2421875
69,88.34375
70,88.5703125
71,88.70703125
72,88.7890625
73,88.91015625
74,89.12890625
75,89.25390625
76,89.34765625
77,89.45703125
78,89.6875
79,89.83984375
80,89.96875
81,90.0546875
82,90.25390625
83,90.4921875
84,90.62890625
85,90.7265625
86,90.796875
87,90.9296875
88,91.2578125
89,91.34765625
90,91.44921875
91,91.56640625
92,91.6953125
93,91.96484375
94,92.07421875
95,92.18359375
96,92.27734375
97,92.38671875
98,92.51171875
99,92.9140625
100,93.02734375
101,93.1171875
102,93.2421875
103,93.34375
104,93.421875
105,93.60546875
106,93.73828125
107,93.859375
108,93.9453125
109,94.06640625
110,94.19921875
111,94.66796875
112,94.7890625
113,94.88671875
114,94.99609375
115,95.0859375
116,95.2421875
117,95.359375
118,95.5546875
119,95.62890625
120,95.75
121,95.86328125
122,95.9765625
123,96.08203125
124,96.2109375
125,96.6484375
126,96.75
127,96.85546875
128,96.9609375
129,97.07421875
130,97.18359375
131,97.25390625
132,97.36328125
133,97.5390625
134,97.640625
135,97.74609375
136,97.85546875
137,97.9453125
138,98.04296875
139,98.17578125
140,98.2734375
141,98.73828125
142,98.8515625
143,98.96875
144,99.0625
145,99.1640625
146,99.26953125
147,99.3828125
148,99.5625
149,99.67578125
150,100.109375
151,100.19921875
152,100.35546875
153,100.4453125
154,100.546875
155,100.671875
156,100.78125
157,101.3046875
158,101.42578125
159,101.51953125
160,101.6015625
161,101.73828125
162,101.8203125
163,101.9609375
164,102.05859375
165,102.1875
166,102.3046875
167,102.4140625
168,102.765625
169,102.89453125
170,103.00390625
171,103.1015625
172,103.20703125
173,103.30078125
174,103.4140625
175,103.515625
176,103.62109375
177,104.1640625
178,104.26171875
179,104.39453125
180,104.4921875
181,104.60546875
182,104.7265625
183,104.8125
184,104.9140625
185,105.0625
186,105.125
187,105.21484375
188,105.33984375
189,105.44140625
190,105.7109375
191,105.82421875
192,105.9453125
193,106.03125
194,106.18359375
195,106.28125
196,106.3984375
197,106.50390625
198,106.5859375
199,107.30078125
