1.192019633774448373e+01,1.075159128834271982e+01
2.013071091380086663e+00,1.912590745917400969e+00
3.241438733738258637e+00,3.090962148160951273e+00
7.929301243954712808e-01,1.579771814250400253e+00
1.216574830563860177e+00,1.384391024027733952e+00
8.617603532662656551e-01,7.417310879241350019e-01
1.143745224795354121e+00,1.563129342164327973e+00
3.520642320734055919e-01,7.394093767576068732e-01
1.132956163135687033e+00,1.120387795022259159e+00
2.325262908907125947e+00,2.116035377432464504e+00
